,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
/mouse_brain/metrics/unscaled/hvg/liger_embed,0.6039506647,0.3748290264,0.6630117545,0.8097088466,0.9807840268,0.6478342896,0.0880617541,0.5518090874,0.942096271,,0.196536186,1,,
/mouse_brain/metrics/unscaled/full_feature/liger_embed,,,,,,,,,,,,,,
/mouse_brain/metrics/unscaled/hvg/desc_embed,0.4604780157,0.0837526045,0.6520591974,0.3358022002,0.8366216343,0.4224345178,0.9600844773,0.6008319482,0.9237081265,,0.0491480148,1,,
/mouse_brain/metrics/unscaled/full_feature/desc_embed,0.4639061603,0.0837677852,0.6472797841,0.3269879817,0.9172617013,0.7917941992,0.9391907514,0.5518090874,0.8638861692,,1.03620815631681E-15,1,,
/mouse_brain/metrics/scaled/hvg/desc_embed,0.4577095405,0.0943413407,0.6596031785,0.3407416426,0.8904927408,0.4950656669,0.9567408652,0.6284450144,0.8954458152,,0.0550235716,1,,
/mouse_brain/metrics/scaled/full_feature/desc_embed,0.4581278792,0.0765379901,0.6360849291,0.313182126,0.8787209741,0.7767471251,0.9386999769,0.5868565515,0.8253210113,,6.66133814775094E-16,1,,
/mouse_brain/metrics/unscaled/full_feature/unintegrated_full,0.5345944235,0.2079745045,0.6016722843,0.5351520865,0,0.8764518395,0.9373410405,0.5518090874,0.3751417263,,0,1,,
/pancreas/metrics/unscaled/hvg/mnn_full,0.9138665032,0.9511127225,0.6172424778,0.9057019051,0.8556954503,0.3581180488,0.1076923077,0.5209021568,0.8526778425,0.0047489414,0.0792405314,1,0.4772209891,
/pancreas/metrics/unscaled/full_feature/mnn_full,0.6326154126,0.2621925197,0.5644480884,0.8448200804,0.8396793427,0.597708898,0.106870229,0.5504043922,0.7863017829,0.0031414635,0.0040648679,0.9993835934,0.2025893518,
/lung_atlas/metrics/unscaled/hvg/mnn_full,0.7220755217,0.4805117721,0.5771538392,0.906870527,0.6575720566,0.8069036773,0.7757805109,0.5230846442,0.6487635428,0.003966537,0.0539089577,0.9974660172,0.309706939,
/lung_atlas/metrics/unscaled/full_feature/mnn_full,0.7223177414,0.4469073087,0.5272660311,0.8922108827,0.4355788921,0.9624424564,0.6932038835,0.5824590549,0.5827183319,0.002135288,0.0193388704,0.9982039979,0.1493896116,
/immune_cell_hum/metrics/unscaled/hvg/mnn_full,0.7729475223,0.5612144242,0.5867807046,0.8973450448,0.8889422462,0.8099591673,0.8179781755,0.5672973963,0.9909306515,0.1052013978,0.151559188,0.9960774786,0.3824968073,0.8570064722
/immune_cell_hum/metrics/unscaled/full_feature/mnn_full,0.6703311762,0.3597366914,0.5697103143,0.8661804637,0.8886950935,0.9115557015,0.8469002694,0.587351928,0.9223282099,0.0430323594,0.0345109923,0.9970176818,0.238481675,0.869859558
/immune_cell_hum_mou/metrics/unscaled/hvg/mnn_full,0.6738196546,0.5278228245,0.5268684831,0.9231676624,0.4203818547,0.7562878946,0.2436693741,0.4859118368,0.8349789692,0.0137577899,0.0536919358,0.992261559,0.3423267869,0.8633652082
/immune_cell_hum_mou/metrics/unscaled/full_feature/mnn_full,0.6300263058,0.3487836773,0.5126828738,0.8930497869,0.3040533704,0.9111197424,0.1719077568,0.4519748762,0.7937997814,0.0010290465,0.0279358568,0.9948601742,0.1969864625,0.8122659116
/simulations_1_1/metrics/unscaled/hvg/mnn_full,1,1,0.6477288753,0.9110727685,0.9527225162,,1,0.4989903439,1,0.8771816106,0.4690017325,1,0.5541095524,
/simulations_1_1/metrics/unscaled/full_feature/mnn_full,0.7441417183,0.3945644683,0.6338779032,0.8367529541,0.7810541555,,1,0.5565431863,1,0.0003314761,1.77635683940025E-16,1,0.4377969138,
/simulations_2/metrics/unscaled/hvg/mnn_full,0.9084304395,0.8767820632,0.5542189069,0.8921882454,0.7296914714,,0.999063573,0.4999277613,1,0.0480106243,0.0173553758,1,0.463434742,
/simulations_2/metrics/unscaled/full_feature/mnn_full,0.5909694116,0.2406621824,0.5583186038,0.6537775401,0.4512011624,,0.4545892943,0.5209420361,0.8533311382,4.72582040167424E-09,0,1,0.4008921538,
/pancreas/metrics/scaled/hvg/mnn_full,0.9178525431,0.9490797054,0.5957083255,0.8916553638,0.9398058448,0.3929019002,0.0945945946,0.420745559,0.9854144887,0.0051297717,0.1627448223,0.9995600771,0.2927460365,
/pancreas/metrics/scaled/full_feature/mnn_full,0.7852519349,0.6926300558,0.5412018821,0.8889260577,0.9517027423,0.8262208805,0.1359223301,0.4645662792,0.9077958867,0.0048248668,0.0852790803,0.9992378501,0.0592147571,
/lung_atlas/metrics/scaled/hvg/mnn_full,0.7303527696,0.5661339158,0.5658196285,0.9094911936,0.9079471626,0.8811164576,0.8655660377,0.478562478,0.7552418747,0.0058452986,0.1038415397,0.9939375303,0.2710506525,
/lung_atlas/metrics/scaled/full_feature/mnn_full,0.7054589418,0.481525427,0.5408556126,0.9037147713,0.9492238259,0.8225435037,0.843902439,0.446725823,0.6405251777,0.0026735048,0.0648003286,0.9943932038,0.0335644653,
/immune_cell_hum/metrics/scaled/hvg/mnn_full,0.8117862753,0.7695837446,0.5779861137,0.8971785996,0.9333899136,0.8771128596,0.8170075283,0.6037059594,0.9753034686,0.0063876335,0.2417751071,0.9931142143,0.3036111725,0.8432078396
/immune_cell_hum/metrics/scaled/full_feature/mnn_full,0.7721859219,0.7120233101,0.5654375628,0.892143414,0.9483226699,0.6482866497,0.8097103215,0.6309063826,0.9556576821,0.0256411162,0.1644660246,0.9935504175,0.0881122244,0.8508572013
/immune_cell_hum_mou/metrics/scaled/hvg/mnn_full,0.640037224,0.3935356154,0.4968911719,0.9328026904,0.9258811047,0.7477702063,0.1476190476,0.4022173136,0.8090158306,0.0033904105,0.0773228167,0.9876009058,0.2905567128,0.2618183892
/immune_cell_hum_mou/metrics/scaled/full_feature/mnn_full,0.6547934388,0.4364324252,0.4700602479,0.9098826668,0.8878929088,0.7102025347,0.2215357458,0.3683293164,0.7924517418,0.00337064,0.0587510592,0.9914149723,0.0882237372,0.924069603
/simulations_1_1/metrics/scaled/hvg/mnn_full,1,1,0.6622657478,0.9854868751,0.9665910192,,1,0.4935332704,1,0.0676236073,0.5473202013,1,0.242743157,
/simulations_1_1/metrics/scaled/full_feature/mnn_full,1,1,0.6740307957,0.9851385777,0.9650307563,,1,0.5632398203,1,0.0524126035,0.5279005315,1,0.0400561122,
/simulations_2/metrics/scaled/hvg/mnn_full,0.5695426728,0.3765124357,0.5296764355,0.9744734096,0.8732337445,,0.7155596965,0.5090246582,0.9996279874,0.0027000703,0.1074601249,0.9887018309,0.2549471433,
/simulations_2/metrics/scaled/full_feature/mnn_full,0.631156671,0.3979137028,0.535238795,0.9563518506,0.826355034,,0.6457248446,0.5088211931,0.8297091696,4.50191813929912E-05,0.0092469364,1,0.0622531318,
/pancreas/metrics/unscaled/hvg/scanorama_embed,0.9218217814,0.9540170049,0.6090870734,0.9230154005,0.8647762493,0.3558107562,0.1007194245,0.500734947,0.8505276916,0.0579455932,0.1739455758,1,,
/pancreas/metrics/unscaled/full_feature/scanorama_embed,0.7737386423,0.5967053661,0.558105725,0.9075370971,0.7695697429,0.5623954391,0.106870229,0.5544933304,0.8201916509,0.0009174434,0.0828079647,0.9996590682,,
/lung_atlas/metrics/unscaled/hvg/scanorama_embed,0.7305742967,0.4733074135,0.5636477901,0.9315825067,0.3928949438,0.7975741737,0.8381147541,0.5132126687,0.6137226666,0.0684337925,0.0856081223,0.9972472859,,
/lung_atlas/metrics/unscaled/full_feature/scanorama_embed,0.7244016345,0.4914213703,0.5135350439,0.9264492141,0.1186614146,0.9363206076,0.7435897436,0.548656974,0.3785373574,0.0047185425,0.0675176722,0.9968291579,,
/immune_cell_hum/metrics/unscaled/hvg/scanorama_embed,0.8309483986,0.7958241006,0.5799772754,0.8999127936,0.8933889002,0.8036210283,0.7705120949,0.573927532,0.9076228044,0.315107807,0.1777107187,0.9943287393,,0.8545194289
/immune_cell_hum/metrics/unscaled/full_feature/scanorama_embed,0.7424359361,0.5335778152,0.5582344954,0.9040271262,0.8067629763,0.932702217,0.7875614814,0.5933365701,0.9646309469,0.1041673183,0.165180196,0.9913823668,,0.876980538
/immune_cell_hum_mou/metrics/unscaled/hvg/scanorama_embed,0.6535530254,0.4814368206,0.4947058461,0.9356201889,0.050522714,0.7321385244,0.2596110357,0.4568404518,0.599777537,0.1136920351,0.0555711835,0.9925251359,,0.9729192421
/immune_cell_hum_mou/metrics/unscaled/full_feature/scanorama_embed,0.635198183,0.3899223117,0.4794590119,0.8961573186,0.0564780555,0.8135635834,0.2579489476,0.500826373,0.5621793734,0.030205932,0.0485727652,0.9939907517,,0.9769527139
/simulations_1_1/metrics/unscaled/hvg/scanorama_embed,0.9973703178,0.9988328066,0.6054375813,0.9088879576,0.9516155974,,0.9777777778,0.4997909528,0.9985994398,0.9073377547,0.3274111102,1,,
/simulations_1_1/metrics/unscaled/full_feature/scanorama_embed,1,1,0.6220009575,0.8784568782,0.9536139447,,1,0.5586606041,1,0.9834200804,0.2931812068,1,,
/simulations_2/metrics/unscaled/hvg/scanorama_embed,0.6732410632,0.3670384976,0.556875769,0.830627966,0.0685744728,,0.5184157806,0.5298935622,0.248370238,1.72101706851224E-05,0.004499206,1,,
/simulations_2/metrics/unscaled/full_feature/scanorama_embed,0.6429808182,0.3213138989,0.5490451621,0.6456169539,0,,0.462498001,0.5372725837,0.2068661373,8.48087553517729E-08,1.48029736616688E-17,1,,
/pancreas/metrics/scaled/hvg/scanorama_embed,0.9085661941,0.9399865497,0.5652702061,0.9132077832,0.9404162465,0.3951657366,0.0945945946,0.6680008769,0.9870079188,0.1348178942,0.3170986532,0.9994195422,,
/pancreas/metrics/scaled/full_feature/scanorama_embed,0.9025215605,0.9370253664,0.5563704028,0.9237535922,0.934620764,0.7329494647,0.1333333333,0.512460799,0.9806229146,0.0014286257,0.1811528934,0.9988015958,,
/lung_atlas/metrics/scaled/hvg/scanorama_embed,0.7412171539,0.5919023531,0.5636097051,0.9237507901,0.8339013078,0.7632528634,0.8665158371,0.5111682685,0.6415939512,0.0971527376,0.1592829403,0.9921529147,,
/lung_atlas/metrics/scaled/full_feature/scanorama_embed,0.7220950165,0.4741970317,0.5432380261,0.9376634623,0.9039675435,0.8827400366,0.8417266187,0.4541131854,0.5362908423,0.0033884786,0.0990777277,0.9932090017,,
/immune_cell_hum/metrics/scaled/hvg/scanorama_embed,0.8217914705,0.7865357678,0.5612694877,0.9223493533,0.9285784028,0.8296916419,0.8487431107,0.6076519582,0.9767585435,0.1579557703,0.3294308655,0.9697600456,,0.8602785404
/immune_cell_hum/metrics/scaled/full_feature/scanorama_embed,0.8024229051,0.7484522076,0.5553646011,0.9161366699,0.9234112178,0.6789425183,0.7546392225,0.6444908138,0.9865382362,0.0225507578,0.2889243537,0.9853906611,,0.843876136
/immune_cell_hum_mou/metrics/scaled/hvg/scanorama_embed,0.6375432577,0.540901919,0.5015803243,0.9558800468,0.8722833773,0.7215614281,0.1596059113,0.4746614899,0.7717823876,0.1026827146,0.1078090482,0.9677870524,,0.8882119739
/immune_cell_hum_mou/metrics/scaled/full_feature/scanorama_embed,0.6521318463,0.4764233975,0.4896945597,0.9402615962,0.8773187626,0.6561259891,0.1407114625,0.5514623933,0.7838676053,0.007119864,0.0748045008,0.9879655451,,0.9138384277
/simulations_1_1/metrics/scaled/hvg/scanorama_embed,1,1,0.6150446208,0.9869896929,0.9712537895,,1,0.5176675767,1,0.1933195806,0.5647611928,1,,
/simulations_1_1/metrics/scaled/full_feature/scanorama_embed,1,1,0.6365331684,0.9920104781,0.9674558538,,1,0.5763762146,1,0.0526391954,0.5433838193,1,,
/simulations_2/metrics/scaled/hvg/scanorama_embed,0.4880676009,0.2718657144,0.5129879278,0.9787176321,0.643551664,,0.8573805562,0.5516589545,0.8317236552,0.2796852061,0.2571308533,0.9040441922,,
/simulations_2/metrics/scaled/full_feature/scanorama_embed,0.5062916167,0.2899293198,0.5131473598,0.973791823,0.6096904746,,0.8573805562,0.5595084429,0.6461160719,0.0004565162,0.1473855299,0.9682364088,,
/pancreas/metrics/unscaled/hvg/scanorama_full,0.8209248896,0.6548314769,0.6517546922,0.7839881552,0.8557937876,0.3642424965,0.1052631579,0.500734947,0.7709827741,0.3854030451,0.1765421805,1,0.3624378145,
/pancreas/metrics/unscaled/full_feature/scanorama_full,0.6932575984,0.4471290958,0.5563034751,0.8253157845,0.5561097532,0.5174401469,0.175,0.5544933304,0.4888849302,0.0796636988,0.110113268,0.999597645,0.0554237364,
/lung_atlas/metrics/unscaled/hvg/scanorama_full,0.7188255692,0.4620414098,0.5824791715,0.84340371,0.3958116766,0.8024615369,0.8329896907,0.5132126687,0.3846965582,0.1832209777,0.0905963174,0.9976239042,0.3697183876,
/lung_atlas/metrics/unscaled/full_feature/scanorama_full,0.7068606037,0.4567606389,0.5282354187,0.8665350452,0.1297476293,0.9259007428,0.6787072243,0.548656974,0.3036315883,0.0581850268,0.0766799206,0.9975341343,0.1893145287,
/immune_cell_hum/metrics/unscaled/hvg/scanorama_full,0.7634346895,0.6984019773,0.5965755731,0.8317745878,0.8968163335,0.7926276021,0.8494015419,0.573927532,0.9053901736,0.4760586807,0.1811730646,0.9958688935,0.4563508511,0.8489232328
/immune_cell_hum/metrics/unscaled/full_feature/scanorama_full,0.711182498,0.4918711892,0.5692457333,0.8813156192,0.8123022533,0.9287089749,0.8576121537,0.5933365701,0.9619853466,0.0425452759,0.1258799614,0.9960975921,0.2894871236,0.8499964299
/immune_cell_hum_mou/metrics/unscaled/hvg/scanorama_full,0.6570011666,0.4843093354,0.4939857465,0.8837925915,0.0571768937,0.7497284733,0.2696101456,0.4568404518,0.5468809128,0.4888762339,0.0626867721,0.9930391534,0.4110086733,0.9772635719
/immune_cell_hum_mou/metrics/unscaled/full_feature/scanorama_full,0.6236034811,0.3522344662,0.4809497036,0.8524925768,0.0707943234,0.8507536198,0.3160792952,0.500826373,0.4742450997,0.1955073411,0.0508287251,0.9944172019,0.2908907796,0.9777995404
/simulations_1_1/metrics/unscaled/hvg/scanorama_full,1,1,0.6517104656,0.9119958151,0.9482480503,,1,0.4997909528,1,0.7917289894,0.4455410053,1,0.4339352037,
/simulations_1_1/metrics/unscaled/full_feature/scanorama_full,1,1,0.6555230021,0.9311492371,0.9102844627,,1,0.5586606041,1,0.2275537114,0.2084892943,1,0.2879478958,
/simulations_2/metrics/unscaled/hvg/scanorama_full,0.6732410632,0.3670384976,0.570882611,0.7465607423,0.0613955286,,0.5184157806,0.5298935622,0.248370238,7.1559918377706E-05,0.0009391065,1,0.6643797847,
/simulations_2/metrics/unscaled/full_feature/scanorama_full,0.6429808182,0.3213138989,0.5553910248,0.5312154367,0,,0.462498001,0.5372725837,0.2068661373,1.38470459543072E-08,1.48029736616688E-17,1,0.70377737,
/pancreas/metrics/scaled/hvg/scanorama_full,0.8961824027,0.934522909,0.6475326568,0.7163889234,0.9363632043,0.3168221002,0.5555555556,0.6680008769,0.927028932,0.1635265745,0.3260133535,0.9995704166,0.3101401375,
/pancreas/metrics/scaled/full_feature/scanorama_full,0.7879890529,0.7099646539,0.5464239232,0.7774407267,0.8900434374,0.7534387757,0.2,0.512460799,0.9620825295,0.1033127103,0.2074964764,0.9994175277,0.0808530153,
/lung_atlas/metrics/scaled/hvg/scanorama_full,0.7298279946,0.6040081491,0.5743656904,0.8314758905,0.8826389182,0.8390201554,0.7393939394,0.5111682685,0.4693727423,0.1753684898,0.1531003564,0.9875531588,0.2976619564,
/lung_atlas/metrics/scaled/full_feature/scanorama_full,0.7066659002,0.5226492921,0.5519965217,0.8271125252,0.3609926522,0.7838212924,0.8306551298,0.4541131854,0.47081722,0.0980854151,0.1212339569,0.9936805716,0.1129283155,
/immune_cell_hum/metrics/scaled/hvg/scanorama_full,0.7863794312,0.7544665033,0.5895423368,0.834254252,0.9333108243,0.8349868803,0.8053478548,0.6076519582,0.9394129552,0.3996341769,0.283008827,0.9883852887,0.3247723447,0.8638825467
/immune_cell_hum/metrics/scaled/full_feature/scanorama_full,0.7252303484,0.5734463786,0.5751473606,0.834584074,0.9179846227,0.6805056557,0.7906555316,0.6444908138,0.9154506214,0.474401761,0.2445039278,0.984506649,0.0811367603,0.5249719485
/immune_cell_hum_mou/metrics/scaled/hvg/scanorama_full,0.6295974508,0.4087737067,0.4758639224,0.873554038,0.0751361872,0.70411498,0.2552995392,0.4746614899,0.54703107,0.7385711863,0.0868532052,0.9822400276,0.2724957416,0.6163163144
/immune_cell_hum_mou/metrics/scaled/full_feature/scanorama_full,0.6278651594,0.4459387263,0.4888121616,0.8747491534,0.5258347732,0.6735584485,0.2254758419,0.5514623933,0.5804420446,0.6084366355,0.0776372361,0.9859416307,0.1219416791,0.4114720068
/simulations_1_1/metrics/scaled/hvg/scanorama_full,0.9976457331,0.9988332769,0.7511638105,0.7908271647,0.9642308898,,0.977443609,0.5176675767,0.9943977591,0.9532231069,0.5249763158,1,0.2846205745,
/simulations_1_1/metrics/scaled/full_feature/scanorama_full,0.999632407,0.9998699576,0.7345826328,0.8009740638,0.961532037,,0.9975429975,0.5763762146,0.9992997199,0.9307037886,0.5024543949,1,0.1675839873,
/simulations_2/metrics/scaled/hvg/scanorama_full,0.5914087668,0.4564469812,0.5470903516,0.8443760455,0.4020187866,,0.8418281886,0.5516589545,0.8208792787,0.9994112715,0.1395388978,0.9860144329,0.2675139355,
/simulations_2/metrics/scaled/full_feature/scanorama_full,0.5860916294,0.3676738239,0.5441944152,0.8567818974,0.0629412282,,0.7021648514,0.5595084429,0.5187651394,0.7654925996,0.0974414667,1,0.1107777593,
/pancreas/metrics/unscaled/hvg/seurat_full,0.8928547607,0.929866655,0.6831915826,0.793008736,0.9248044969,0.3523772809,0.0952380952,0.5519008078,0.984019757,0.5578666679,0.4326173093,1,0.6150077934,
/pancreas/metrics/unscaled/full_feature/seurat_full,0.8659656802,0.9069478704,0.6421200335,0.7936530459,0.9321884417,0.4526849651,0.0965517241,0.6482198089,0.9049118305,0.4826614602,0.3835768489,0.9996212283,0.1723331679,
/lung_atlas/metrics/unscaled/hvg/seurat_full,0.5619251505,0.4213021308,0.5171443745,0.7962870372,0.8798182443,0.6016814522,0.6923076923,0.5837452114,0.653191982,0.4667021166,0.2624832122,0.9450436371,0.3354958149,
/lung_atlas/metrics/unscaled/full_feature/seurat_full,0.6021397985,0.4768363342,0.5144246425,0.8027310901,0.8664243043,0.6084745425,0.6356877323,0.5978115797,0.6617405661,0.3939104467,0.242022676,0.9524417852,0.1471640148,
/immune_cell_hum/metrics/unscaled/hvg/seurat_full,0.7513639883,0.7755989577,0.5246845949,0.847615044,0.9586759106,0.6273858722,0.4011455338,0.4686513391,0.9425297041,0.6631569599,0.410338364,0.9816509617,0.560907872,0.5880897571
/immune_cell_hum/metrics/unscaled/full_feature/seurat_full,0.7008217519,0.5858017544,0.5301513337,0.803380396,0.9342128148,0.6028086171,0.3351890537,0.4442217452,0.8606819118,0.5243526958,0.3926738454,0.9790083811,0.4585498258,0.7834142235
/immune_cell_hum_mou/metrics/unscaled/hvg/seurat_full,,,,,,,,,,,,,,
/immune_cell_hum_mou/metrics/unscaled/full_feature/seurat_full,,,,,,,,,,,,,,
/simulations_1_1/metrics/unscaled/hvg/seurat_full,0.9747538794,0.9855507392,0.6537773609,0.8406352596,0.9729880478,,0.7808219178,0.5016024499,0.9893646164,0.9371483172,0.4248846631,1,0.5559572183,
/simulations_1_1/metrics/unscaled/full_feature/seurat_full,0.9917131836,0.9963041371,0.672375828,0.8652046086,0.9704477312,,0.9471032746,0.5622360706,0.9911850649,0.9884850154,0.4186298189,1,0.4795423511,
/simulations_2/metrics/unscaled/hvg/seurat_full,0.9996427308,0.999853491,0.6697794646,0.9035858564,0.2367991427,,1,0.596867159,0.9999514752,0.4638152873,0.088501913,1,0.5757891285,
/simulations_2/metrics/unscaled/full_feature/seurat_full,0.9062484108,0.8904966964,0.6912792325,0.8100180525,0.2356107943,,1,0.6101045012,1,0.0420453202,0.0015883931,1,0.5019923723,
/pancreas/metrics/scaled/hvg/seurat_full,0.8781113547,0.9130936264,0.7206991762,0.7912386601,0.9496963519,0.3763781231,0.1238938053,0.8298367858,0.9823224372,0.3747984853,0.4106407373,0.9998831175,0.3008185921,
/pancreas/metrics/scaled/full_feature/seurat_full,0.8448253282,0.8935748331,0.6745877266,0.8007172609,0.9506930093,0.4735250453,0.0769230769,0.7975434065,0.8940905929,0.2671531294,0.385735693,0.9995340336,0.078625889,
/lung_atlas/metrics/scaled/hvg/seurat_full,0.501864233,0.3125155459,0.4778968859,0.8346014869,0.9282939537,0.5489210883,0.5965965966,0.3875477016,0.7010312559,0.0968532812,0.2562389972,0.9281117897,0.3013815694,
/lung_atlas/metrics/scaled/full_feature/seurat_full,,,,,,,,,,,,,,
/immune_cell_hum/metrics/scaled/hvg/seurat_full,0.6964280099,0.6874409268,0.5286225472,0.8208032772,0.9662744706,0.6195861855,0.4049046174,0.4658906618,0.9272815514,0.5650361959,0.3964954377,0.9740805576,0.3461289792,0.2544770526
/immune_cell_hum/metrics/scaled/full_feature/seurat_full,0.7323695216,0.764502669,0.5445220359,0.8083373946,0.9646529523,0.7303321237,0.4986045407,0.4903664018,0.9400982239,0.5917970479,0.3806589625,0.9834687804,0.0759311909,0.7935842202
/immune_cell_hum_mou/metrics/scaled/hvg/seurat_full,,,,,,,,,,,,,,
/immune_cell_hum_mou/metrics/scaled/full_feature/seurat_full,,,,,,,,,,,,,,
