,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
/simulations_1_1/metrics/scaled/hvg/mnn_full,1,1,0.662265747785568,0.985486875128703,0.968321410769738,,1,0.493533270433545,1,0.06762360729698,0.5473202013252,1,0.242743156996724,
/simulations_1_1/metrics/scaled/full_feature/mnn_full,1,1,0.674030795693398,0.985138577660776,0.965144268821518,,1,0.563239820301533,1,0.052412603493857,0.52790053153769,1,0.040056112224449,
/simulations_2/metrics/scaled/hvg/mnn_full,0.569542672789016,0.376512435698245,0.529676435515285,0.974473409623305,0.932416295944919,,0.715559696526022,0.509024658240378,0.999627987406038,0.002700070303849,0.107460124862258,0.988701830864125,0.254947143282549,
/simulations_2/metrics/scaled/full_feature/mnn_full,0.631156670952148,0.397913702777019,0.535238794982433,0.956351850627751,0.89558419322996,,0.64572484461616,0.508821193128824,0.829709169585394,4.50E-05,0.00924693642891,1,0.062253131765539,
/pancreas/metrics/unscaled/hvg/scanorama_embed,0.921821781375497,0.954017004862837,0.609087073377216,0.923015400485989,0.830140057529084,0.46201987756582,0.100719424460432,0.500734946981538,0.850527691626305,0.05794559321873,0.173945575791937,1,,
/pancreas/metrics/unscaled/full_feature/scanorama_embed,0.773738642335168,0.596705366056932,0.558105724960252,0.907537097055205,0.685529031884872,0.822103420266605,0.106870229007634,0.554493330419064,0.820191650927442,0.000917443382724,0.08280796471408,0.99965906821662,,
/lung_atlas/metrics/unscaled/hvg/scanorama_embed,0.730574296739301,0.473307413492698,0.563647790051582,0.931582506734261,0.404878002503912,0.726720271876241,0.838114754098361,0.513212668709457,0.613722666627678,0.068433792513925,0.085608122326795,0.997247285880908,,
/lung_atlas/metrics/unscaled/full_feature/scanorama_embed,0.724401634533216,0.491421370284185,0.513535043910504,0.92644921412442,0.216514337700838,0.734217299073444,0.743589743589743,0.548656973987818,0.378537357432176,0.004718542496792,0.067517672220646,0.996829157918841,,
/immune_cell_hum/metrics/unscaled/hvg/scanorama_embed,0.830948398636871,0.795824100599983,0.579977275392846,0.899912793595013,0.869190557330182,0.793747391218737,0.770512094906852,0.573927531950176,0.907622804359117,0.315107806973495,0.177710718683555,0.994328739250934,,0.854519428875124
/immune_cell_hum/metrics/unscaled/full_feature/scanorama_embed,0.742435936133086,0.533577815179809,0.558234495438224,0.904027126226609,0.822444792809351,0.807734206294681,0.787561481409346,0.593336570076644,0.964630946891864,0.104167318292419,0.165180195961867,0.991382366763768,,0.876980538043079
/immune_cell_hum_mou/metrics/unscaled/hvg/scanorama_embed,0.653553025401292,0.481436820569688,0.494705846101693,0.935620188944069,0.28085889782633,0.73749197612463,0.259611035730439,0.456840451806784,0.599777536989622,0.113692035052787,0.055571183508003,0.992525135914002,,0.972919242145083
/immune_cell_hum_mou/metrics/unscaled/full_feature/scanorama_embed,0.63519818304841,0.389922311688388,0.479459011857287,0.896157318608802,0.195644608354854,0.676742559315436,0.25794894760412,0.500826372997835,0.562179373445977,0.030205932039021,0.048572765206692,0.993990751659075,,0.976952713861208
/simulations_1_1/metrics/unscaled/hvg/scanorama_embed,0.997370317842096,0.998832806640636,0.605437581257388,0.908887957581206,0.948108342840827,,0.977777777777778,0.499790952802869,0.99859943977591,0.907337754705021,0.327411110206403,1,,
/simulations_1_1/metrics/unscaled/full_feature/scanorama_embed,1,1,0.62200095754001,0.878456878229842,0.941903206886064,,1,0.558660604059696,1,0.983420080441725,0.293181206845333,1,,
/simulations_2/metrics/unscaled/hvg/scanorama_embed,0.673241063190354,0.367038497559579,0.556875768990391,0.830627966004994,0.168614994262732,,0.518415780551703,0.529893562197685,0.248370238038975,1.72E-05,0.004499205960072,1,,
/simulations_2/metrics/unscaled/full_feature/scanorama_embed,0.642980818161657,0.321313898906557,0.549045162063708,0.645616953942661,0.007690137662318,,0.462498000959539,0.537272583693266,0.206866137348106,8.48E-08,1.48E-17,1,,
/pancreas/metrics/scaled/hvg/scanorama_embed,0.908566194050706,0.939986549653189,0.565270206101941,0.913207783185591,0.936354157660607,0.556638361309629,0.094594594594595,0.668000876903534,0.987007918764833,0.134817894173605,0.317098653203374,0.999419542243468,,
/pancreas/metrics/scaled/full_feature/scanorama_embed,0.902521560450612,0.937025366404205,0.556370402809037,0.923753592193824,0.923123871237365,0.572474665937213,0.133333333333333,0.512460798956454,0.980622914567479,0.001428625688754,0.181152893386147,0.998801595830009,,
/lung_atlas/metrics/scaled/hvg/scanorama_embed,0.741217153898181,0.591902353075021,0.563609705057737,0.923750790093602,0.834760769942211,0.63100403468265,0.866515837104072,0.511168268509209,0.641593951236414,0.097152737605902,0.15928294034528,0.992152914681614,,
/lung_atlas/metrics/scaled/full_feature/scanorama_embed,0.722095016517141,0.474197031722523,0.543238026089577,0.93766346234557,0.85708425554883,0.449594279984118,0.841726618705036,0.454113185405731,0.536290842275754,0.003388478557618,0.099077727674249,0.993209001688476,,
/immune_cell_hum/metrics/scaled/hvg/scanorama_embed,0.821791470507463,0.786535767750597,0.561269487739392,0.92234935331373,0.942048148359716,0.814512309439824,0.848743110655054,0.607651958242059,0.976758543485425,0.157955770279529,0.329430865494344,0.969760045639689,,0.860278540393579
/immune_cell_hum/metrics/scaled/full_feature/scanorama_embed,0.802422905089077,0.748452207573235,0.555364601134003,0.916136669922617,0.931179411436756,0.784128926653826,0.754639222533222,0.644490813836455,0.986538236162493,0.022550757844763,0.288924353671094,0.985390661113218,,0.843876135961862
/immune_cell_hum_mou/metrics/scaled/hvg/scanorama_embed,0.637543257674173,0.540901919025269,0.501580324322236,0.955880046759662,0.901327000523599,0.706392702388124,0.159605911330049,0.47466148994863,0.771782387567061,0.102682714612167,0.107809048222623,0.967787052385554,,0.888211973879992
/immune_cell_hum_mou/metrics/scaled/full_feature/scanorama_embed,0.652131846318296,0.476423397517725,0.489694559735737,0.940261596204398,0.90461270126507,0.659910606636876,0.140711462450593,0.551462393254042,0.783867605317672,0.007119864033513,0.074804500767398,0.987965545130486,,0.913838427697887
/simulations_1_1/metrics/scaled/hvg/scanorama_embed,1,1,0.615044620776463,0.986989692920694,0.967615440031483,,1,0.517667576670647,1,0.193319580593201,0.564761192802033,1,,
/simulations_1_1/metrics/scaled/full_feature/scanorama_embed,1,1,0.636533168445178,0.992010478087501,0.963484584568526,,1,0.576376214623451,1,0.052639195444537,0.543383819281439,1,,
/simulations_2/metrics/scaled/hvg/scanorama_embed,0.488067600890725,0.271865714438569,0.512987927812654,0.9787176321233,0.816447780553773,,0.857380556215831,0.55165895447135,0.831723655205897,0.279685206116112,0.257130853284322,0.90404419219827,,
/simulations_2/metrics/scaled/full_feature/scanorama_embed,0.506291616711827,0.289929319841626,0.513147359825514,0.973791822964667,0.771676367928346,,0.857380556215831,0.559508442878723,0.646116071943073,0.000456516182273,0.147385529894505,0.968236408832805,,
/pancreas/metrics/unscaled/hvg/scanorama_full,0.820924889609466,0.654831476859411,0.651754692196846,0.783988155194396,0.818974964260969,0.462676432185199,0.105263157894737,0.500734946981538,0.770982774141851,0.385403045066771,0.176542180508463,1,0.362437814495569,
/pancreas/metrics/unscaled/full_feature/scanorama_full,0.693257598442421,0.447129095799216,0.556303475052118,0.825315784464253,0.50079641418794,0.686720428041109,0.175,0.554493330419064,0.488884930221972,0.079663698820148,0.110113267974042,0.999597645005638,0.055423736361612,
/lung_atlas/metrics/unscaled/hvg/scanorama_full,0.718825569208478,0.462041409797316,0.582479171454906,0.843403709989532,0.415903592868411,0.758944955856985,0.83298969072165,0.513212668709457,0.384696558155767,0.183220977683473,0.090596317382174,0.997623904157094,0.36971838757837,
/lung_atlas/metrics/unscaled/full_feature/scanorama_full,0.706860603709201,0.456760638862236,0.528235418722034,0.866535045238359,0.206937975006985,0.902724173659008,0.678707224334601,0.548656973987818,0.303631588302714,0.058185026819384,0.076679920587898,0.997534134307893,0.189314528655705,
/immune_cell_hum/metrics/unscaled/hvg/scanorama_full,0.763434689515722,0.698401977258691,0.596575573086739,0.831774587770233,0.867519265193408,0.83048976320933,0.849401541905589,0.573927531950176,0.905390173557086,0.476058680747127,0.181173064587366,0.995868893498599,0.45635085109979,0.848923232784685
/immune_cell_hum/metrics/unscaled/full_feature/scanorama_full,0.711182498010526,0.491871189223646,0.569245733320713,0.881315619205291,0.814705094080019,0.937063965612709,0.857612153670341,0.593336570076644,0.961985346640837,0.042545275922484,0.125879961355512,0.996097592077491,0.28948712364488,0.84999642988723
/immune_cell_hum_mou/metrics/unscaled/hvg/scanorama_full,0.65700116661426,0.484309335390561,0.493985746521503,0.883792591525742,0.279265046644194,0.741353406833636,0.269610145608267,0.456840451806784,0.54688091275199,0.488876233930993,0.062686772142068,0.993039153363799,0.411008673274958,0.977263571880406
/immune_cell_hum_mou/metrics/unscaled/full_feature/scanorama_full,0.623603481120714,0.352234466167895,0.480949703603983,0.85249257683541,0.203348847081615,0.844842173704269,0.316079295154185,0.500826372997835,0.474245099711468,0.195507341056829,0.050828725147254,0.994417201931179,0.290890779638551,0.977799540436163
/simulations_1_1/metrics/unscaled/hvg/scanorama_full,1,1,0.651710465550423,0.911995815146833,0.930227663971488,,1,0.499790952802869,1,0.791728989427121,0.445541005281443,1,0.433935203740815,
/simulations_1_1/metrics/unscaled/full_feature/scanorama_full,1,1,0.655523002147675,0.931149237093703,0.834223740188991,,1,0.558660604059696,1,0.227553711436461,0.208489294327942,1,0.287947895791583,
/simulations_2/metrics/unscaled/hvg/scanorama_full,0.673241063190354,0.367038497559579,0.570882610976696,0.746560742329986,0.167647743444998,,0.518415780551703,0.529893562197685,0.248370238038975,7.16E-05,0.000939106496218,1,0.664379784669741,
/simulations_2/metrics/unscaled/full_feature/scanorama_full,0.642980818161657,0.321313898906557,0.555391024798155,0.531215436716814,0.006019197494703,,0.462498000959539,0.537272583693266,0.206866137348106,1.38E-08,1.48E-17,1,0.703777370001046,
/pancreas/metrics/scaled/hvg/scanorama_full,0.896182402673149,0.934522909010524,0.647532656788826,0.716388923372899,0.917091470045615,0.44666286927646,0.555555555555556,0.668000876903534,0.927028931992524,0.163526574519174,0.326013353470828,0.999570416626533,0.310140137481567,
/pancreas/metrics/scaled/full_feature/scanorama_full,0.787989052905169,0.709964653921349,0.546423923224211,0.777440726706356,0.832792365162278,0.761231958917424,0.2,0.512460798956454,0.962082529525626,0.103312710299851,0.207496476358945,0.9994175276521,0.080853015267483,
/lung_atlas/metrics/scaled/hvg/scanorama_full,0.729827994626502,0.604008149075468,0.574365690350533,0.831475890459134,0.821251826004832,0.767491491417996,0.739393939393939,0.511168268509209,0.469372742279895,0.175368489781915,0.153100356359693,0.987553158838049,0.297661956443007,
/lung_atlas/metrics/scaled/full_feature/scanorama_full,0.706665900230884,0.52264929210867,0.551996521651745,0.827112525168501,0.516141355832292,0.703844514479843,0.830655129789864,0.454113185405731,0.470817220014457,0.098085415118001,0.121233956889055,0.993680571617483,0.112928315466274,
/immune_cell_hum/metrics/scaled/hvg/scanorama_full,0.786379431154793,0.754466503279446,0.589542336761951,0.834254252034298,0.935395534541971,0.713584533168356,0.805347854806915,0.607651958242059,0.93941295521914,0.399634176912472,0.283008827002618,0.988385288740763,0.324772344689379,0.863882546728342
/immune_cell_hum/metrics/scaled/full_feature/scanorama_full,0.725230348423174,0.573446378594205,0.575147360563278,0.834584074030568,0.918404918788467,0.696024451913181,0.790655531615314,0.644490813836455,0.91545062143959,0.474401761048802,0.244503927798571,0.984506649046481,0.081136760267523,0.524971948515585
/immune_cell_hum_mou/metrics/scaled/hvg/scanorama_full,0.629597450771541,0.408773706691534,0.475863922387362,0.873554037989893,0.393374626338221,0.718377588869106,0.255299539170507,0.47466148994863,0.547031069962699,0.738571186309965,0.086853205151729,0.982240027574897,0.272495741584273,0.616316314378089
/immune_cell_hum_mou/metrics/scaled/full_feature/scanorama_full,0.627865159413874,0.44593872629245,0.48881216160953,0.874749153409873,0.622343399370413,0.672583736056896,0.225475841874085,0.551462393254042,0.58044204463596,0.60843663547066,0.077637236050309,0.985941630658797,0.121941679062683,0.411472006847251
/simulations_1_1/metrics/scaled/hvg/scanorama_full,0.997645733098484,0.998833276863757,0.751163810491562,0.790827164737951,0.957470442076673,,0.977443609022556,0.517667576670647,0.994397759103642,0.95322310693503,0.524976315792706,1,0.284620574482298,
/simulations_1_1/metrics/scaled/full_feature/scanorama_full,0.999632407008642,0.999869957578234,0.734582632780075,0.800974063764875,0.960410585238729,,0.997542997542998,0.576376214623451,0.999299719887955,0.93070378855354,0.502454394888372,1,0.167583987251612,
/simulations_2/metrics/scaled/hvg/scanorama_full,0.591408766791437,0.456446981156735,0.547090351581574,0.844376045518816,0.678415279738981,,0.841828188561857,0.55165895447135,0.820879278745039,0.99941127151457,0.13953889779312,0.986014432862356,0.267513935501525,
/simulations_2/metrics/scaled/full_feature/scanorama_full,0.586091629370895,0.367673823918788,0.544194415211678,0.856781897388638,0.327186122461298,,0.702164851418583,0.559508442878723,0.518765139367878,0.765492599584203,0.097441466681473,1,0.110777759333929,
/pancreas/metrics/unscaled/hvg/seurat_full,0.892854760736945,0.929866654981443,0.683191582560539,0.793008736033589,0.919151676786037,0.508426571056651,0.095238095238095,0.551900807768106,0.984019757026327,0.557866667916017,0.432617309283705,1,0.615007793364507,
/pancreas/metrics/unscaled/full_feature/seurat_full,0.865965680186991,0.906947870429289,0.642120033502579,0.793653045863961,0.931604688484989,0.5890571596651,0.096551724137931,0.648219808936119,0.904911830473652,0.482661460186457,0.383576848864292,0.999621228329596,0.172333167897598,
/lung_atlas/metrics/unscaled/hvg/seurat_full,0.561925150534259,0.421302130834275,0.517144374549389,0.796287037150723,0.893306972171174,0.677701672468035,0.692307692307692,0.583745211362839,0.653191981971488,0.466702116623739,0.262483212240045,0.945043637128715,0.335495814923019,
/lung_atlas/metrics/unscaled/full_feature/seurat_full,0.602139798488599,0.476836334236104,0.514424642547965,0.802731090148672,0.891813224079109,0.639328276432994,0.635687732342007,0.597811579704285,0.661740566105878,0.39391044671081,0.242022676031597,0.952441785238102,0.147164014776541,
/immune_cell_hum/metrics/unscaled/hvg/seurat_full,0.751363988288556,0.775598957714183,0.524684594944119,0.847615044010793,0.963667105737432,0.580687329103123,0.401145533782018,0.46865133906249,0.942529704073228,0.663156959895913,0.41033836397312,0.981650961748376,0.560907871968837,0.588089757062008
/immune_cell_hum/metrics/unscaled/full_feature/seurat_full,0.700821751866683,0.58580175435117,0.530151333659887,0.803380396037672,0.955781999338635,0.581310036952941,0.335189053663595,0.444221745245159,0.860681911803308,0.524352695794943,0.392673845368669,0.97900838114631,0.45854982575593,0.783414223472822
/immune_cell_hum_mou/metrics/unscaled/hvg/seurat_full,,,,,,,,,,,,,,
/immune_cell_hum_mou/metrics/unscaled/full_feature/seurat_full,,,,,,,,,,,,,,
/simulations_1_1/metrics/unscaled/hvg/seurat_full,0.974753879382635,0.985550739167258,0.653777360916138,0.840635259551633,0.972403136872432,,0.780821917808219,0.501602449920028,0.989364616369964,0.937148317190182,0.424884663140151,1,0.555957218318833,
/simulations_1_1/metrics/unscaled/full_feature/seurat_full,0.991713183623273,0.99630413712983,0.672375828027725,0.865204608603479,0.964143465450996,,0.947103274559194,0.562236070632935,0.991185064942269,0.988485015439408,0.41862981889445,1,0.479542351101131,
/simulations_2/metrics/unscaled/hvg/seurat_full,0.999642730838933,0.999853490980027,0.66977946460247,0.903585856412136,0.368695583608303,,1,0.59686715900898,0.99995147515528,0.46381528733413,0.088501913040592,1,0.575789128457719,
/simulations_2/metrics/unscaled/full_feature/seurat_full,0.906248410791126,0.890496696384739,0.691279232501984,0.810018052506874,0.356869186436334,,1,0.610104501247406,1,0.042045320222428,0.001588393115917,1,0.50199237229479,
/pancreas/metrics/scaled/hvg/seurat_full,0.87811135471224,0.913093626375544,0.720699176192284,0.791238660130418,0.948545905486474,0.537370760233109,0.123893805309734,0.829836785793304,0.982322437189692,0.374798485348948,0.410640737316228,0.999883117491691,0.300818592115065,
